fragment_1,fragment_2,overlap_size,node_1,node_2,same_node
top_category_A,branch_code_A01,1,node_2,node_10,False
top_category_A,branch_code_A02,5,node_2,node_2,True
top_category_A,branch_code_A04,1,node_2,node_2,True
top_category_A,branch_code_A05,2,node_2,node_1,False
top_category_A,branch_code_A06,3,node_2,node_10,False
top_category_A,branch_code_A08,3,node_2,node_5,False
top_category_A,branch_code_A10,3,node_2,node_2,True
top_category_A,branch_code_A11,2,node_2,node_2,True
top_category_A,branch_code_A13,1,node_2,node_10,False
top_category_A,branch_code_A14,1,node_2,node_2,True
top_category_A,branch_code_A15,2,node_2,node_2,True
top_category_A,branch_code_C17,1,node_2,node_8,False
top_category_A,subbranch_code_A01.923,1,node_2,node_10,False
top_category_A,subbranch_code_A02.633,1,node_2,node_10,False
top_category_A,subbranch_code_A02.835,3,node_2,node_4,False
top_category_A,subbranch_code_A02.880,1,node_2,node_3,False
top_category_A,subbranch_code_A04.623,1,node_2,node_4,False
top_category_A,subbranch_code_A05.360,2,node_2,node_2,True
top_category_A,subbranch_code_A06.300,3,node_2,node_2,True
top_category_A,subbranch_code_A08.800,3,node_2,node_5,False
top_category_A,subbranch_code_A10.165,2,node_2,node_8,False
top_category_A,subbranch_code_A10.549,1,node_2,node_2,True
top_category_A,subbranch_code_A11.118,1,node_2,node_8,False
top_category_A,subbranch_code_A11.284,1,node_2,node_1,False
top_category_A,subbranch_code_A11.443,1,node_2,node_2,True
top_category_A,subbranch_code_A11.497,1,node_2,node_2,True
top_category_A,subbranch_code_A13.869,1,node_2,node_2,True
top_category_A,subbranch_code_A14.724,1,node_2,node_2,True
top_category_A,subbranch_code_A15.145,1,node_2,node_8,False
top_category_A,subbranch_code_A15.382,1,node_2,node_2,True
top_category_A,subbranch_code_C17.300,1,node_2,node_8,False
top_category_A,subbranch_code_C17.800,1,node_2,node_2,True
top_category_B,branch_code_B01,6,node_1,node_3,False
top_category_B,branch_code_B03,9,node_1,node_10,False
top_category_B,branch_code_B04,6,node_1,node_4,False
top_category_B,subbranch_code_B01.046,1,node_1,node_3,False
top_category_B,subbranch_code_B01.050,2,node_1,node_3,False
top_category_B,subbranch_code_B01.300,1,node_1,node_3,False
top_category_B,subbranch_code_B01.875,2,node_1,node_3,False
top_category_B,subbranch_code_B03.440,6,node_1,node_2,False
top_category_B,subbranch_code_B03.510,3,node_1,node_4,False
top_category_B,subbranch_code_B03.660,3,node_1,node_3,False
top_category_B,subbranch_code_B04.280,5,node_1,node_1,True
top_category_B,subbranch_code_B04.613,1,node_1,node_4,False
top_category_B,subbranch_code_B04.820,1,node_1,node_4,False
top_category_C,branch_code_A10,1,node_8,node_2,False
top_category_C,branch_code_C01,13,node_8,node_10,False
top_category_C,branch_code_C04,13,node_8,node_1,False
top_category_C,branch_code_C05,3,node_8,node_7,False
top_category_C,branch_code_C06,1,node_8,node_8,True
top_category_C,branch_code_C07,1,node_8,node_10,False
top_category_C,branch_code_C08,2,node_8,node_7,False
top_category_C,branch_code_C09,2,node_8,node_10,False
top_category_C,branch_code_C10,4,node_8,node_2,False
top_category_C,branch_code_C11,1,node_8,node_1,False
top_category_C,branch_code_C12,13,node_8,node_10,False
top_category_C,branch_code_C14,1,node_8,node_10,False
top_category_C,branch_code_C16,10,node_8,node_2,False
top_category_C,branch_code_C17,7,node_8,node_8,True
top_category_C,branch_code_C18,9,node_8,node_2,False
top_category_C,branch_code_C19,9,node_8,node_10,False
top_category_C,branch_code_C20,2,node_8,node_10,False
top_category_C,branch_code_C22,2,node_8,node_10,False
top_category_C,branch_code_C23,7,node_8,node_8,True
top_category_C,branch_code_C25,1,node_8,node_10,False
top_category_C,branch_code_C26,2,node_8,node_2,False
top_category_C,branch_code_G01,1,node_8,node_8,True
top_category_C,branch_code_G08,1,node_8,node_3,False
top_category_C,branch_code_N06,1,node_8,node_3,False
top_category_C,subbranch_code_A10.165,1,node_8,node_8,True
top_category_C,subbranch_code_C01.150,6,node_8,node_8,True
top_category_C,subbranch_code_C01.221,1,node_8,node_8,True
top_category_C,subbranch_code_C01.635,1,node_8,node_8,True
top_category_C,subbranch_code_C01.674,1,node_8,node_2,False
top_category_C,subbranch_code_C01.748,1,node_8,node_10,False
top_category_C,subbranch_code_C01.778,1,node_8,node_10,False
top_category_C,subbranch_code_C01.800,1,node_8,node_3,False
top_category_C,subbranch_code_C01.830,2,node_8,node_8,True
top_category_C,subbranch_code_C01.925,3,node_8,node_10,False
top_category_C,subbranch_code_C04.557,9,node_8,node_7,False
top_category_C,subbranch_code_C04.588,3,node_8,node_8,True
top_category_C,subbranch_code_C04.730,1,node_8,node_1,False
top_category_C,subbranch_code_C05.116,3,node_8,node_8,True
top_category_C,subbranch_code_C05.660,1,node_8,node_2,False
top_category_C,subbranch_code_C06.405,1,node_8,node_2,False
top_category_C,subbranch_code_C07.550,1,node_8,node_7,False
top_category_C,subbranch_code_C08.618,1,node_8,node_2,False
top_category_C,subbranch_code_C08.730,1,node_8,node_3,False
top_category_C,subbranch_code_C09.218,1,node_8,node_10,False
top_category_C,subbranch_code_C09.775,1,node_8,node_8,True
top_category_C,subbranch_code_C10.177,1,node_8,node_5,False
top_category_C,subbranch_code_C10.228,1,node_8,node_1,False
top_category_C,subbranch_code_C10.292,2,node_8,node_10,False
top_category_C,subbranch_code_C10.668,1,node_8,node_10,False
top_category_C,subbranch_code_C10.720,1,node_8,node_10,False
top_category_C,subbranch_code_C11.590,1,node_8,node_3,False
top_category_C,subbranch_code_C11.710,1,node_8,node_3,False
top_category_C,subbranch_code_C12.050,12,node_8,node_10,False
top_category_C,subbranch_code_C12.100,3,node_8,node_8,True
top_category_C,subbranch_code_C12.200,2,node_8,node_8,True
top_category_C,subbranch_code_C12.800,1,node_8,node_8,True
top_category_C,subbranch_code_C12.950,1,node_8,node_8,True
top_category_C,subbranch_code_C14.280,1,node_8,node_8,True
top_category_C,subbranch_code_C16.131,7,node_8,node_3,False
top_category_C,subbranch_code_C16.320,4,node_8,node_8,True
top_category_C,subbranch_code_C17.300,1,node_8,node_8,True
top_category_C,subbranch_code_C17.800,7,node_8,node_2,False
top_category_C,subbranch_code_C18.452,9,node_8,node_1,False
top_category_C,subbranch_code_C19.053,8,node_8,node_10,False
top_category_C,subbranch_code_C19.344,2,node_8,node_8,True
top_category_C,subbranch_code_C19.391,1,node_8,node_8,True
top_category_C,subbranch_code_C19.700,1,node_8,node_2,False
top_category_C,subbranch_code_C20.111,1,node_8,node_10,False
top_category_C,subbranch_code_C20.673,1,node_8,node_8,True
top_category_C,subbranch_code_C22.021,1,node_8,node_8,True
top_category_C,subbranch_code_C22.039,1,node_8,node_8,True
top_category_C,subbranch_code_C23.550,6,node_8,node_10,False
top_category_C,subbranch_code_C23.888,1,node_8,node_5,False
top_category_C,subbranch_code_C25.723,1,node_8,node_10,False
top_category_C,subbranch_code_C26.017,1,node_8,node_8,True
top_category_C,subbranch_code_C26.733,1,node_8,node_2,False
top_category_C,subbranch_code_G01.750,1,node_8,node_1,False
top_category_C,subbranch_code_G08.686,1,node_8,node_8,True
top_category_C,subbranch_code_N06.850,1,node_8,node_2,False
top_category_D,branch_code_D01,4,node_7,node_5,False
top_category_D,branch_code_D02,40,node_7,node_1,False
top_category_D,branch_code_D03,26,node_7,node_5,False
top_category_D,branch_code_D04,6,node_7,node_3,False
top_category_D,branch_code_D05,3,node_7,node_4,False
top_category_D,branch_code_D06,1,node_7,node_8,False
top_category_D,branch_code_D08,31,node_7,node_1,False
top_category_D,branch_code_D09,9,node_7,node_2,False
top_category_D,branch_code_D10,2,node_7,node_5,False
top_category_D,branch_code_D12,13,node_7,node_2,False
top_category_D,branch_code_D13,13,node_7,node_5,False
top_category_D,branch_code_D20,1,node_7,node_4,False
top_category_D,branch_code_D23,1,node_7,node_1,False
top_category_D,branch_code_D25,2,node_7,node_3,False
top_category_D,branch_code_D26,1,node_7,node_7,True
top_category_D,branch_code_D27,7,node_7,node_3,False
top_category_D,branch_code_J01,3,node_7,node_3,False
top_category_D,subbranch_code_D01.029,3,node_7,node_5,False
top_category_D,subbranch_code_D01.268,1,node_7,node_1,False
top_category_D,subbranch_code_D01.303,1,node_7,node_3,False
top_category_D,subbranch_code_D01.496,1,node_7,node_1,False
top_category_D,subbranch_code_D01.552,1,node_7,node_2,False
top_category_D,subbranch_code_D01.695,1,node_7,node_3,False
top_category_D,subbranch_code_D01.857,1,node_7,node_3,False
top_category_D,subbranch_code_D02.033,1,node_7,node_1,False
top_category_D,subbranch_code_D02.047,2,node_7,node_2,False
top_category_D,subbranch_code_D02.065,6,node_7,node_5,False
top_category_D,subbranch_code_D02.092,6,node_7,node_5,False
top_category_D,subbranch_code_D02.113,1,node_7,node_7,True
top_category_D,subbranch_code_D02.241,15,node_7,node_10,False
top_category_D,subbranch_code_D02.355,2,node_7,node_7,True
top_category_D,subbranch_code_D02.455,9,node_7,node_8,False
top_category_D,subbranch_code_D02.522,4,node_7,node_8,False
top_category_D,subbranch_code_D02.540,1,node_7,node_1,False
top_category_D,subbranch_code_D02.626,2,node_7,node_4,False
top_category_D,subbranch_code_D02.675,1,node_7,node_7,True
top_category_D,subbranch_code_D02.705,1,node_7,node_8,False
top_category_D,subbranch_code_D02.886,7,node_7,node_5,False
top_category_D,subbranch_code_D03.066,1,node_7,node_3,False
top_category_D,subbranch_code_D03.132,2,node_7,node_5,False
top_category_D,subbranch_code_D03.383,3,node_7,node_2,False
top_category_D,subbranch_code_D03.633,23,node_7,node_5,False
top_category_D,subbranch_code_D04.210,3,node_7,node_2,False
top_category_D,subbranch_code_D04.345,1,node_7,node_2,False
top_category_D,subbranch_code_D04.615,2,node_7,node_5,False
top_category_D,subbranch_code_D05.750,3,node_7,node_2,False
top_category_D,subbranch_code_D06.472,1,node_7,node_8,False
top_category_D,subbranch_code_D08.211,2,node_7,node_5,False
top_category_D,subbranch_code_D08.811,29,node_7,node_4,False
top_category_D,subbranch_code_D09.067,3,node_7,node_2,False
top_category_D,subbranch_code_D09.408,6,node_7,node_4,False
top_category_D,subbranch_code_D09.811,1,node_7,node_2,False
top_category_D,subbranch_code_D10.251,1,node_7,node_3,False
top_category_D,subbranch_code_D10.570,1,node_7,node_2,False
top_category_D,subbranch_code_D12.125,1,node_7,node_1,False
top_category_D,subbranch_code_D12.644,1,node_7,node_10,False
top_category_D,subbranch_code_D12.776,11,node_7,node_4,False
top_category_D,subbranch_code_D13.570,1,node_7,node_4,False
top_category_D,subbranch_code_D13.695,12,node_7,node_1,False
top_category_D,subbranch_code_D20.777,1,node_7,node_7,True
top_category_D,subbranch_code_D23.050,1,node_7,node_7,True
top_category_D,subbranch_code_D25.223,1,node_7,node_3,False
top_category_D,subbranch_code_D25.720,1,node_7,node_7,True
top_category_D,subbranch_code_D26.650,1,node_7,node_5,False
top_category_D,subbranch_code_D27.505,5,node_7,node_5,False
top_category_D,subbranch_code_D27.720,2,node_7,node_3,False
top_category_D,subbranch_code_J01.637,3,node_7,node_3,False
top_category_E,branch_code_E01,2,node_5,node_4,False
top_category_E,branch_code_E02,12,node_5,node_4,False
top_category_E,branch_code_E04,6,node_5,node_10,False
top_category_E,branch_code_E05,3,node_5,node_4,False
top_category_E,branch_code_E06,3,node_5,node_5,True
top_category_E,branch_code_E07,1,node_5,node_5,True
top_category_E,branch_code_I03,1,node_5,node_4,False
top_category_E,branch_code_N02,1,node_5,node_4,False
top_category_E,branch_code_N05,1,node_5,node_4,False
top_category_E,branch_code_N06,1,node_5,node_3,False
top_category_E,subbranch_code_E01.370,2,node_5,node_1,False
top_category_E,subbranch_code_E02.037,1,node_5,node_4,False
top_category_E,subbranch_code_E02.190,1,node_5,node_4,False
top_category_E,subbranch_code_E02.319,10,node_5,node_4,False
top_category_E,subbranch_code_E02.760,1,node_5,node_3,False
top_category_E,subbranch_code_E02.831,1,node_5,node_3,False
top_category_E,subbranch_code_E04.270,1,node_5,node_10,False
top_category_E,subbranch_code_E04.520,4,node_5,node_7,False
top_category_E,subbranch_code_E04.580,1,node_5,node_10,False
top_category_E,subbranch_code_E05.196,1,node_5,node_5,True
top_category_E,subbranch_code_E05.318,1,node_5,node_3,False
top_category_E,subbranch_code_E05.723,1,node_5,node_10,False
top_category_E,subbranch_code_E06.658,1,node_5,node_8,False
top_category_E,subbranch_code_E06.780,1,node_5,node_1,False
top_category_E,subbranch_code_E06.931,1,node_5,node_1,False
top_category_E,subbranch_code_E07.695,1,node_5,node_5,True
top_category_E,subbranch_code_I03.050,1,node_5,node_4,False
top_category_E,subbranch_code_N02.421,1,node_5,node_4,False
top_category_E,subbranch_code_N05.715,1,node_5,node_5,True
top_category_E,subbranch_code_N06.850,1,node_5,node_2,False
top_category_F,branch_code_F01,5,node_4,node_4,True
top_category_F,branch_code_F02,2,node_4,node_4,True
top_category_F,branch_code_F03,1,node_4,node_10,False
top_category_F,branch_code_F04,3,node_4,node_4,True
top_category_F,branch_code_H02,1,node_4,node_4,True
top_category_F,subbranch_code_F01.058,1,node_4,node_10,False
top_category_F,subbranch_code_F01.145,2,node_4,node_2,False
top_category_F,subbranch_code_F01.393,1,node_4,node_10,False
top_category_F,subbranch_code_F01.658,1,node_4,node_4,True
top_category_F,subbranch_code_F02.784,2,node_4,node_2,False
top_category_F,subbranch_code_F03.950,1,node_4,node_2,False
top_category_F,subbranch_code_F04.096,2,node_4,node_10,False
top_category_F,subbranch_code_F04.754,1,node_4,node_2,False
top_category_F,subbranch_code_H02.403,1,node_4,node_10,False
top_category_G,branch_code_C12,1,node_3,node_10,False
top_category_G,branch_code_C16,1,node_3,node_2,False
top_category_G,branch_code_C26,1,node_3,node_2,False
top_category_G,branch_code_G01,3,node_3,node_8,False
top_category_G,branch_code_G02,5,node_3,node_3,True
top_category_G,branch_code_G03,4,node_3,node_3,True
top_category_G,branch_code_G04,1,node_3,node_3,True
top_category_G,branch_code_G07,6,node_3,node_3,True
